account_value,date,daily_return
1000000.0,2016-04-05,
1000582.2683894594,2016-04-06,0.0005822683894594061
998644.4031097391,2016-04-07,-0.0019367375786495389
998787.2147266595,2016-04-08,0.0001430054746971443
998657.2042472435,2016-04-11,-0.00013016834566870195
1000799.0667170922,2016-04-12,0.0021447424208622667
1004184.748125818,2016-04-13,0.003382978183454677
1004840.5697837864,2016-04-14,0.0006530886464790608
1004105.0982867314,2016-04-15,-0.0007319285458521341
1006541.1043234747,2016-04-18,0.0024260468758696696
1007933.3023265493,2016-04-19,0.0013831506702455254
1008811.213919687,2016-04-20,0.0008710016735344883
1002372.8058825622,2016-04-21,-0.006382173342531217
1002645.2109127535,2016-04-22,0.0002717601959996152
1000694.6974737125,2016-04-25,-0.0019453675316170038
1002544.8858863998,2016-04-26,0.0018489039837605858
1006358.5346231818,2016-04-27,0.0038039680721229097
996310.8372258393,2016-04-28,-0.009984212436877415
993258.2535576035,2016-04-29,-0.0030638868455306056
1000770.5973112142,2016-05-02,0.00756333383256913
994004.1425638386,2016-05-03,-0.0067612445505045304
990281.5961146827,2016-05-04,-0.003745000940895804
991078.1917815758,2016-05-05,0.0008044132800391068
992790.8187775513,2016-05-06,0.001728044275595364
994611.8673395554,2016-05-09,0.0018342721624344804
1005917.9924903524,2016-05-10,0.01136737407028865
992414.9432301786,2016-05-11,-0.013423608446195834
993919.2757625844,2016-05-12,0.0015158301904538707
982461.9655313718,2016-05-13,-0.011527405203427654
992249.5465634572,2016-05-16,0.009962300196315166
979145.4567872216,2016-05-17,-0.013206445718841775
978445.2032102449,2016-05-18,-0.0007151680806183336
975886.7036429421,2016-05-19,-0.002614862394857087
980712.4782311723,2016-05-20,0.004945015205367387
978157.9413069589,2016-05-23,-0.002604776609777426
991049.4575126435,2016-05-24,0.013179381019449377
996319.6779444597,2016-05-25,0.005317817785848389
995006.6904786946,2016-05-26,-0.0013178375323008584
997824.0680842798,2016-05-27,0.0028315162425991414
993548.8685543153,2016-05-31,-0.00428452235890886
994114.7574311922,2016-06-01,0.0005695632039723897
998137.857506006,2016-06-02,0.004046917163979646
995498.6303502519,2016-06-03,-0.00264415094158299
999957.8789742449,2016-06-06,0.004479412113730374
1002240.8107864588,2016-06-07,0.0022830279756940186
1005096.9758537654,2016-06-08,0.0028497792512214293
1004282.6446798953,2016-06-09,-0.0008102015958991737
1002447.6768843802,2016-06-10,-0.0018271427921568995
995114.7559680613,2016-06-13,-0.007315016120452045
992293.4167697543,2016-06-14,-0.002835189792319337
990870.0913728465,2016-06-15,-0.0014343795623890099
994954.6104591006,2016-06-16,0.004122153975396392
990439.5945226649,2016-06-17,-0.0045379114674912735
996937.6486738928,2016-06-20,0.006560777847698596
997873.340973421,2016-06-21,0.0009385665199552751
995480.8455073794,2016-06-22,-0.002397594331669084
1008683.1856617793,2016-06-23,0.013262274421433906
977115.2183891506,2016-06-24,-0.031296216414986144
961518.9485268726,2016-06-27,-0.01596154636501279
977045.0682174701,2016-06-28,0.016147492167871258
991567.4241642703,2016-06-29,0.014863547669602406
997773.4990155582,2016-06-30,0.006258853104738282
1001372.557242506,2016-07-01,0.003607089415081477
